x,y,z,__prediction
7.197827,7.027895,7.7001963,229887.31452403826
7.9416738,-5.9994516,6.807499,183451.39964001928
7.9471965,-6.468419,6.177884,165249.11916132746
6.253486,4.394231,-1.0538452,128616.753809768
5.9076552,4.6079855,-0.28889084,158034.54862198298
6.0990205,-2.7410603,4.7882137,202295.94616198365
5.734304,1.0528879,7.528269,233924.92061254688
6.6845565,6.451436,6.698002,267888.6935450674
4.972921,-2.5470767,5.6586447,205664.3270366915
1.4315987,0.9467354,-0.41052818,189892.0133771742
-2.329836,0.8430147,-5.819316,145670.29544329533
-4.0771785,2.8016243,-2.2565167,164937.68378425261
11.244522,-1.4498978,6.3234158,186440.97127922066
3.6770658,2.524805,-0.508945,158945.25230139168
-1.7991921,-0.5257778,-1.2425776,167866.2879575367
-15.438362,-8.239315,9.642423,81869.43013312313
5.8030467,0.8107834,-10.930523,117367.6906812393
-5.6471,-7.921786,-6.645773,121239.45362727944
-5.685397,-7.737615,-6.490844,123566.06562690373
-5.739215,-6.5377994,-5.554253,130116.04459918634
-4.6479816,0.55293465,-16.687134,127459.15500937327
-3.7998142,1.7565279,-17.844563,120104.04886863689
-4.5023203,1.0589972,-16.880493,140130.29015480808
-4.9978433,1.1215792,-16.491886,149325.4380275184
2.6081572,-8.349432,-17.884892,122288.80293153171
-3.7806454,1.9884329,-18.129799,118582.56403746636
4.981159,3.6705818,7.2164183,311370.073873624
9.589563,-1.1520162,6.236965,211851.0928248995
4.3408365,1.6353321,7.0049257,282886.26527218986
5.201607,4.1348133,-0.5232649,156706.16696480903
5.1986527,4.1319675,-0.5229628,156706.16696480903
-3.6078305,2.2442398,-2.426627,195366.77650234578
7.4695334,7.121889,-0.8700614,186007.5851298103
4.6214666,3.5805998,-1.0003111,156516.76082329976
4.5888357,3.5527573,-1.0543463,169914.28779702217
8.652674,-11.81922,-3.8794584,165063.71474393393
2.9876676,2.8312998,10.488908,207619.28170022537
6.6170993,6.259446,6.567439,300825.0507883953
2.5527778,2.9506493,10.993735,190190.04816423348
4.9016066,-1.4091268,5.6839523,225124.27324044873
4.719026,2.9434624,7.9578934,216829.3344760867
-3.5276368,1.0653019,-2.7102487,160599.46419974414
-2.3076162,-0.558506,-2.6391234,143239.598413248
-2.9198558,0.77768993,-3.3792984,160998.97722733198
-2.7970955,0.8078861,-3.206028,166724.1433514657
5.3237805,-0.06132984,7.55676,185179.7928473409
5.302609,0.0380888,7.5053873,204232.81757155125
-2.8293073,-0.18010521,-3.9098065,165735.78931110195
-0.9240217,0.014261246,0.3220241,216096.08922700674
-2.8329048,0.84872055,-2.655768,195728.38607863762
-3.3499453,0.32618046,-3.6663601,157014.93638283975
-2.2197459,0.7179518,-5.828166,141190.06534773446
5.345882,0.5444031,7.40079,239637.78344290933
-2.9645548,0.5752411,-3.9531162,172673.6294083128
4.850768,-1.8807974,5.763769,248805.36954897555
2.9158506,2.7860088,10.61812,205401.45356635057
-4.6498876,0.551281,-16.674679,130311.5002864011
-2.5856133,0.90414906,-2.5386133,143043.31193469433
2.6265478,-8.367862,-17.86859,114788.71777353206
5.3554864,-0.1189394,7.5316925,181285.81822277379
-2.907199,0.45054436,-4.085564,188274.679773268
-3.0111418,0.6026106,-3.949072,148892.4489207716
-13.0012,-4.377232,6.8863945,116739.61148817623
2.6105127,-8.351816,-17.884613,114788.71777353206
8.149841,-0.7769127,-11.218351,128120.79879938078
-3.9362893,-0.7672825,-3.5267177,143620.43091435416
-3.1606505,-1.3333592,-2.2189302,159564.52292280586
-2.6312501,1.0890284,-2.3376195,149081.11495534927
-2.749328,0.77558327,-2.9124055,153840.30800751052
-3.527495,0.2032566,-3.55285,165312.24142007617
-4.8033752,-2.4940104,-3.9829504,157148.1690510077
-4.0604663,0.9473934,-15.136177,152060.6575098486
-1.5798355,0.03956604,0.15296268,175707.50454026938
-2.8882685,-0.2510214,-3.8225696,150767.74418481943
-4.653924,0.545702,-16.651495,132584.17024808374
-2.4762583,-0.38280296,-2.7685516,166964.40933576023
-5.1159863,2.3717928,-16.847366,113107.65631451226
-15.517927,2.9784355,10.343862,80740.46145302997
-5.0238113,-2.7517028,-3.9857852,127863.15964023996
-3.0095215,0.84399605,-2.9089284,194241.8739511161
-3.3323846,1.1570892,-2.663582,172535.81183711873
-3.3590903,1.1418247,-2.6935675,186575.89838458473
-5.114875,2.3826332,-16.863586,110255.31103748443
-2.3134222,-0.54769325,-2.525349,153435.48203365155
-4.8822722,1.6546087,-16.784042,144249.11324749838
-2.5492923,1.1008387,-2.4033763,143085.44829860743
-3.2950215,1.1225328,-2.8344045,176265.60576916035
-2.937774,0.6425228,-3.638072,168460.71490723468
-3.3275118,1.178381,-2.6530209,226366.7079938948
5.7011685,0.35616398,7.5221395,211812.81900557876
-1.4802693,0.20409203,0.20150709,187642.70659801026
-2.9969957,0.6522112,-3.6807315,158100.91932051352
-2.9619515,-0.9543195,-2.067389,129467.3698097629
-5.0446787,1.4733143,-16.291214,131259.66757083856
-2.8401315,0.7767801,-3.2605772,163771.77192775963
6.36319,-2.09156,7.8236284,175276.6745889092
-2.433386,0.91258717,-5.9738274,143254.9197628926
-2.382999,-0.42118168,-2.6685212,162726.55702657244
-2.3351543,0.9017153,-5.5256515,156932.16933218588
-4.8616104,1.8806458,-16.233473,122383.07659893164
-3.543678,0.16252327,-3.5492902,135680.31574693712
-15.60009,-1.6003752,5.6246185,106154.29821089368
-3.0000234,0.634984,-3.7365146,177623.3199355995
-3.6703968,0.49612522,-3.1837232,158119.69613853525
-2.5674946,1.1141949,-1.9468993,136436.29590811752
-2.07504,0.71213245,-6.133259,114710.80109142623
-3.9593997,-0.6793165,-3.6446304,121577.75463002977
-4.02859,1.3502684,-15.394593,129353.673968422
-13.065445,-4.9261475,6.6015005,105639.04101327715
-3.9108458,-1.2190862,-3.38651,156686.305622531
-9.984593,-7.040659,-7.851044,110493.57069394668
-4.850281,1.7422419,-16.89108,128950.6918777983
-4.8573437,1.9019623,-16.264118,120905.99252621269
-6.528945,-1.1728358,1.8092713,113820.8190146654
6.066212,-1.1581321,7.7129726,182078.78123372074
-4.85146,1.8541689,-16.258598,122383.07659893164
7.742616,-0.59780407,-11.398804,127293.6309573985
-15.588665,-1.6607666,5.512102,97706.04576845659
-3.3413355,-1.896831,-1.9913092,130292.8946081876
-4.5060735,-2.6318078,-3.8138993,128616.56255026176
-16.950195,1.1762505,9.919985,74637.1879560402
-10.36381,-7.35061,-7.8783894,101616.97972203977
-10.21491,-7.568437,-8.013567,114424.12282552311
-1.388527,-0.11321449,0.2651136,164771.1916074051
6.028194,-1.0814409,7.7235203,165740.94741143507
-15.49444,3.0428934,10.405956,80740.46145302997
-7.038014,-1.1464286,2.2901511,111406.7055343985
-5.3106775,-5.272692,-4.6425686,121867.81940131512
-15.413979,-8.199413,9.64302,85584.94650454033
-1.4293349,0.11558151,0.3236344,205813.66554784676
-3.0232592,0.5653076,-3.7682595,134032.53230388917
-2.5916767,1.2687778,-5.3106203,153567.10221757973
-1.3919196,0.15225601,0.36890292,178348.78823993605
5.898927,0.9699087,-10.83067,140674.80815011793
8.197927,-0.8252888,-11.181867,127042.54403917427
-4.8598485,-2.641827,-3.827449,132479.66593012316
-3.2789404,1.1007376,-2.7719789,202675.98699223273
-2.161694,0.76394844,-6.062458,141188.8207381361
-4.6012564,1.8777208,-16.727741,133786.10669449813
-13.0949745,-4.9425054,6.590596,92035.68235828774
5.852595,0.75073624,-10.88332,134042.61786484666
-13.093039,-4.9357347,6.590333,92035.68235828774
-1.9091123,-0.6227493,-0.6821625,125720.38311682612
-3.8542109,2.0560837,-18.068775,121434.9093144942
-3.903953,-0.70321655,-3.625059,120179.37539102958
-8.761494,-6.5515594,-8.031657,115338.05574545704
-3.9612007,1.9624586,-17.90018,129233.24552619463
-4.6508036,0.6468687,-16.421532,148922.58044309687
-6.945619,-1.1722889,2.1999598,98607.98054506816
-1.5890229,-1.0777888,-2.915222,141174.13894034637
-2.0389924,-0.45833588,-1.1064842,146770.893746141
-3.8442194,0.98297215,-15.276837,142339.77635973474
-2.2506173,0.87655354,-6.054982,142267.07549834257
2.6589155,-8.400299,-17.83555,114788.71777353206
6.8357396,-0.36091614,-11.18931,111150.61591251609
-4.6717863,-2.981586,-4.004906,124093.6202608218
5.8417945,-0.065820694,-10.384748,130264.00983832989
-1.8046898,-0.49254704,-0.49781418,147087.8887260669
-12.947859,-6.6408033,-6.9511814,103312.04243675042
-4.279627,-2.3530607,-3.7813442,134397.60590476912
-4.499686,-2.173037,-3.3163495,119484.49881407796
-3.2669694,-1.7558546,-2.239625,143877.52788501733
-1.4974904,-0.22685242,0.17280388,143950.93545191755
-6.497429,-1.1590757,1.77706,107463.24079034284
-1.6504331,-0.44777012,-0.16324782,130266.64695837165
6.200977,-1.6106243,7.7935944,143609.38668864596
-4.5171385,-2.1894522,-3.3559248,114943.87940221356
-13.066128,-4.954316,6.6096716,92035.68235828774
-4.766089,-2.4069242,-3.6143165,120491.23630036335
-3.7627287,-0.88304234,-3.5986633,131123.85087949294
-13.05238,-4.9547462,6.5737963,81087.92380978761
-15.471485,-8.247025,9.591083,85584.94650454033
-16.948942,1.1777267,9.920419,74637.1879560402
-5.1178446,2.2772245,-16.765402,103023.06886040149
-10.044152,-8.041963,-8.271599,106461.4647735501
-6.9453783,-1.1608143,2.200261,98607.98054506816
-6.58654,-1.16747,1.8603864,113915.62396067359
-4.9918375,-2.7296805,-3.9554033,117642.88440707441
-1.6201137,-0.44767857,-0.115185976,134875.55951792223
4.384658,1.5803461,7.0258436,240991.83279045727
-1.5583186,-0.49383068,-0.17368126,151768.40943745052
-2.0758343,0.6747322,-5.982926,134122.72175784025
2.9191623,2.9061823,10.537304,227040.1960677053
-16.554462,1.5899048,9.966642,82137.27311403985
6.2089095,-1.6121502,7.7871647,154925.78909814716
-10.046749,-8.0295515,-8.258253,106461.4647735501
-1.7409881,-0.6824093,-0.59202456,152684.94355042346
5.788234,-0.07141209,-10.332532,120851.47195334388
-1.6199547,-1.1601934,-2.879829,151113.39506518355
-16.937325,1.1893129,9.932357,74637.1879560402
-16.958294,1.1683836,9.902912,74637.1879560402
-3.4927826,1.0333567,-2.7239795,208763.24334657745
-2.6501303,-0.060952187,-4.1462784,132052.18819615318
6.0496306,-1.152309,7.745553,171791.497165623
-3.3010097,-1.8618774,-1.9190909,129178.24386500678
7.148105,-0.45457363,-11.6722,113572.55493398121
-7.1125255,-1.1391435,2.3632512,108491.3090032605
5.7850556,0.7521324,-10.949059,125166.02689293973
-4.6931515,-2.3548188,-3.5447452,123562.63835752427
5.8203187,-0.035054207,-10.375811,124862.39636949697
-5.0745373,2.1534252,-16.607792,109958.23397771257
7.0305142,-0.5319538,-11.733967,99969.19627899179
-4.5479975,-2.789168,-3.9145396,118104.19906998935
-3.2869825,-1.841289,-2.2220683,126651.81048803558
-6.5013494,-1.1575975,1.7777171,112005.5075187906
-16.379921,1.7985239,10.0007515,88240.54661102963
-13.033276,-6.5839834,-6.9568295,95513.70622505
-12.995384,-6.6267977,-6.9182825,95513.70622505
-3.2911232,-1.8666811,-1.9186772,127701.15979228784
-5.220031,-5.2049103,-4.7423277,121824.38491996794
-1.2215431,-0.4275818,-0.026618242,166402.52940491308
5.6941457,0.30300617,7.509655,180907.12600191915
-1.9097657,-0.5081072,-0.9301281,140373.05067030276
6.0238576,-0.8813982,7.6647663,211623.17107087094
5.7531743,0.011626244,7.5471563,159266.95722603
-1.6023636,-0.42201424,-0.116301775,139322.57561698247
-1.617365,-0.43522644,-0.08607936,128424.82366417484
-1.816496,-0.4336481,-0.60931754,142247.21192382582
-13.100351,-4.9338217,6.6201363,99834.01856998814
5.7784934,-0.09071064,-10.31049,137552.62500036103
5.8549685,-0.54120445,7.6272364,155876.28853916778
-1.6012602,-1.1225305,-2.8273487,129622.8095027955
-15.571903,2.9471416,10.3441515,89617.05242493688
5.7706475,-0.07902813,-10.32752,117362.31121149732
-15.539484,2.9848127,10.34689,80740.46145302997
6.2702346,4.409642,-1.0860856,149674.95401748782
6.2684827,4.4101954,-1.0829759,149674.95401748782
-8.27133,-6.2998924,-7.9611287,147455.34617878686
-15.516415,3.0130148,10.382525,80740.46145302997
5.842097,-0.069628716,-10.381926,133886.36858032225
-12.466164,-6.6162925,-6.952419,103312.04243675042
-3.5742414,-0.8687854,-3.4175167,159223.16598423693
-5.7625165,-6.4543285,-5.545522,137914.38081088677
-2.243128,-0.6951504,-2.9200652,158917.2097517893
-4.4041786,1.8544769,-17.137905,133784.28533798363
-4.474131,1.4051867,-17.010822,131253.69918290115
-2.606974,1.2722626,-5.363545,142167.83237980737
-5.724449,-7.523262,-6.317848,126614.32452057203
-5.723457,-7.533373,-6.3271866,126614.32452057203
-4.3464856,1.8672466,-17.209713,130931.94006095578
-2.136952,-0.5309496,-0.97308755,152379.15917438339
-2.5450242,1.0904636,-5.065406,177279.52321184677
-1.479991,0.2574339,0.16827321,167904.2885477107
-15.526825,3.0110292,10.375116,80740.46145302997
-2.9536204,-0.93409586,-2.0889215,147908.25619969814
-3.3336816,0.951808,-2.8173287,200263.43163050656
-15.582916,-1.6291771,5.642556,128147.89751312824
-13.077909,-4.920783,6.590214,96884.97322377749
-2.6257603,0.8809376,-2.3667877,177966.6370186075
-2.952937,-0.9982004,-2.0756721,125401.11253801186
-3.6955204,-0.86418056,-3.2872555,119952.06110231424
-2.6940196,0.67639446,-2.777268,157843.82834343825
-5.1258307,2.3814516,-16.855766,110255.31103748443
-4.7281065,1.4347572,-16.09377,134362.92874687657
-1.6280184,-1.0969563,-2.8287854,152951.80039676707
-15.679985,-1.5515718,5.6369734,78431.03421997454
-10.253735,-8.04708,-7.7610874,116813.89520857761
-15.114243,-7.4271955,9.19126,98761.49037001203
-3.8780334,1.0712719,-16.609447,142999.34577285405
-3.0459988,-0.85945797,-2.2653694,151267.70454487827
6.825977,-0.35404015,-11.183723,111150.61591251609
-6.580826,-1.1246362,1.8285909,106824.64152327806
8.05014,-6.391464,6.04393,160764.046810381
-2.8589687,-0.0028162003,-4.0152745,174542.72286647436
4.551518,2.9609604,8.032561,284496.95559471607
4.6062374,1.3610973,6.9105005,283097.80782908644
9.697603,-1.2544413,6.145153,209651.2825098953
8.771421,-1.0043559,6.3286304,214309.26434154698
4.6887603,3.0392818,8.242288,249388.11675970338
-1.037014,-0.109181404,0.087421656,186829.7237541989
-2.962029,-1.1599059,-2.4659715,128799.49059567631
-5.8120103,-6.380503,-5.6068726,151836.177686135
-1.4865006,-0.48080444,-0.051558733,135074.0573255333
-2.9565835,-1.1746984,-2.4385846,128799.49059567631
-2.9765491,-1.1802444,-2.4681606,128799.49059567631
-1.4185003,-0.48630524,0.01335454,137021.8589392475
-5.878003,-6.238691,-5.643273,169331.87044346528
-2.955808,-1.1651983,-2.4606085,128799.49059567631
5.1399207,1.6673098,7.340599,269310.53755830706
5.1401496,1.6717443,7.343877,269310.53755830706
5.138435,1.6723642,7.344713,269310.53755830706
5.1135354,5.6559143,6.776475,311991.04785162583
6.0751386,5.43116,6.167717,308596.63377065037
5.6802354,5.423459,5.6472635,266833.8713237861
4.9698424,5.5575438,6.933696,363315.85014926747
7.239183,7.070841,7.7438316,235146.39153983313
3.0340729,2.831829,10.410581,226651.54412006427
6.10311,5.4426813,6.210923,296692.33972109895
5.11527,5.6790686,6.795043,307318.4139906233
5.239383,-1.5204015,4.6331463,252265.4592815444
5.375136,-3.4822426,5.466915,202168.72173603662
2.4484458,2.5823784,11.432677,213865.04028370004
7.9607425,-6.0042243,6.801078,177014.9929668799
5.6010633,5.4391546,5.592348,252500.79234275065
3.6753511,2.5171442,-0.49639916,168788.51924101036
5.2663836,-1.5388622,4.667015,259442.75602908887
9.615261,-1.2012095,6.1963463,228586.15985544212
-1.5815545,-0.26061535,-0.003884554,153776.96951353896
5.9351315,4.6350956,-0.25188088,138216.9120003151
5.5853877,4.1903467,0.3111987,148043.91097192475
1.1930323,0.80437183,-0.42062283,209084.6239907999
2.1655436,-5.5909824,12.537415,200235.27874869274
4.971067,-2.5266185,5.6670074,214746.72628106058
5.601847,4.2230864,0.34813666,147421.33735037723
5.9345927,4.6400194,-0.24373889,132113.63850332532
9.607849,-1.117424,6.24487,204755.19416379958
4.852945,-2.118877,5.700159,212538.5129490863
5.0967317,-2.9702582,5.5880613,194326.58324724558
1.1821785,0.81432724,-0.43738985,203304.13890426533
11.228001,-1.4081097,6.3454742,187918.05535193963
4.76776,-1.925324,5.840247,219740.6751203003
9.348484,-0.8168478,6.3490143,202209.87204065104
5.0831056,-3.020063,5.6099453,199024.10164306362
5.35412,-1.7312169,4.6624184,229283.88852109044
4.8582687,-2.149983,5.7132864,217797.58996488116
-8.609022,-6.4524317,-8.043785,115044.16219656315
-4.4449835,1.5844412,-16.908455,143371.84590950946
-3.82803,0.9781494,-15.3200445,134675.8491968627
-5.6910286,-7.7180834,-6.474081,129669.3391238935
-4.284866,0.8148413,-16.68961,133501.28338041477
-4.948239,-2.667346,-3.9546738,134367.10706774623
-4.4368896,1.7353048,-16.967777,139668.72809597792
-5.749384,-6.52936,-5.5597854,132968.38987621418
-8.108697,-6.060403,-8.13656,126517.6540224668
-5.755826,-6.5127563,-5.5528364,130116.04459918634
5.3319736,-1.5689383,4.6171894,248601.35675139216
4.6831474,3.0163631,8.153903,269630.5335006356
6.6981025,6.5719376,6.7382946,257718.50058667033
3.11234,2.8929071,10.297028,248921.97630338825
4.527056,4.4699545,7.8895445,327597.28169049294
2.3633618,-5.391868,12.345328,197152.8320395721
9.337364,-0.81291103,6.350008,196288.52204905957
6.5132737,6.1324425,6.497616,271920.80987438234
4.774268,-1.9714136,5.8327255,215221.4598683325
6.131125,5.4740753,6.2587423,303195.1047959365
5.364281,-1.7520108,4.653061,229533.1387385294
6.0647693,0.9795456,7.6415987,213883.97625280503
10.465998,-1.355752,6.2170506,198571.2700324471
7.956762,-6.014125,6.809165,171432.09923005183
4.810497,-1.8537412,5.798298,215203.9804781268
7.4387574,7.0936136,-0.84154224,153034.10996663623
7.430198,7.08492,-0.8334131,153034.10996663623
6.6061664,6.02036,6.3983545,303789.77070791443
2.3535728,-5.40172,12.354862,197152.8320395721
4.8496857,-2.1019382,5.7156506,212538.5129490863
3.6066108,2.4559593,-0.56651354,174503.22706383938
3.6664195,2.5103073,-0.51470137,170988.32955601456
-13.121508,-4.912528,6.618455,108789.63734400575
-3.0843222,0.71551704,-2.8424215,159987.45833846665
-15.372845,-8.052439,9.501902,101961.6226344469
8.822958,-0.96505976,6.346319,229119.90473583466
-2.577772,-0.15749264,-4.167245,142511.48284481332
-15.522381,-1.7014441,5.617296,108356.72725718483
7.903891,-0.6403866,-11.279703,141562.30378917177
5.0221305,5.5655518,6.913082,338420.66800388054
7.4180408,7.07197,-0.82732034,146930.83646964649
-13.025167,-6.5888224,-6.895335,95513.70622505
-15.076801,-7.371681,9.149917,93912.19950452226
-3.74718,-0.8264971,-3.334088,141679.71993782994
-6.500909,-1.1645799,1.7777419,99324.5563652784
-12.981489,-6.6000514,-6.9061637,95513.70622505
-13.097725,-4.9515553,6.5933113,98138.9558552775
-2.5899026,1.0297279,-2.3149943,134874.87906137464
-3.161687,-0.8356333,-2.4462547,132410.68760050577
-15.618221,-1.6226597,5.5595675,89378.79276847467
5.7701297,0.6930723,-10.937374,143295.88800296374
-4.857807,-2.488957,-3.7024615,124634.19378342666
-3.2409217,-1.7647009,-2.2003028,126651.81048803558
-4.9617977,2.0032225,-16.4545,126865.64825241518
-3.3934708,-1.9422345,-1.9895643,126778.75229081062
-15.561953,2.9748516,10.338925,80740.46145302997
5.7917933,-0.059025764,-10.35059,133404.80244587144
5.203421,0.46415138,7.3953886,226694.10989745083
6.8036323,-0.34745312,-11.16099,118650.70107051576
-1.6929904,-0.058260918,0.01721406,157033.6599934147
5.884442,0.5040636,-10.838342,131204.7104212529
-1.6157978,-1.1095629,-2.8217683,158052.39398057054
6.235658,-2.1793094,8.111856,141722.72981478303
-1.9947162,-0.45759296,-1.0313692,154781.3209658681
6.1971955,-1.5770726,7.786372,140520.86977397007
6.193991,-2.1714778,8.167382,132382.40552808807
5.6180367,0.34553432,7.4728727,205145.70914258753
-3.2731464,-1.6530848,-2.221136,157603.40972241404
-2.3236601,-0.51360416,-2.5370622,155268.5625879824
-4.8540654,-2.4660807,-3.6756375,115757.60281151973
-4.4954123,1.4961748,-16.68332,156825.5986192954
-5.5319633,-5.6220183,-4.9798493,115690.32391619406
-4.7377963,-2.372531,-3.5683887,118265.68921938087
5.211289,0.49480152,7.4000654,202632.9484366707
-4.868825,2.0775766,-16.681005,125553.7324071845
5.999027,-1.0575981,7.6724873,169738.83062466106
-2.8459508,0.8332262,-2.86932,174888.46560971497
-3.2527435,-0.86435604,-2.5717633,172724.6695518161
-2.1518488,0.80355453,-5.976051,160591.38797758962
-2.1968412,-0.20861053,-1.2078724,192352.9360009722
5.9528832,1.0982542,-10.743258,133960.98717296292
-2.6019597,0.9925041,-5.2520504,161607.38821585634
-2.5923064,0.95421124,-5.2190237,155504.1147188666
-2.5945606,0.9504423,-5.217569,155504.1147188666
-0.6546087,-0.0035247803,0.22088623,217503.8404229264
5.0266953,0.6729555,6.9901333,305099.216343844
2.6572146,1.6091709,-0.7398927,206037.63760759647
-4.7390485,-2.3813438,-3.5881422,110765.60406138122
-1.3396393,-0.5280676,-0.100564,161468.82714992634
-11.993195,-6.598452,-6.9737883,103312.04243675042
-6.5100055,-1.1551619,1.7852993,105427.82986226818
-16.941046,1.185276,9.932724,74637.1879560402
5.8439374,5.3817043,5.4527407,281833.5158237745
-15.4261265,-8.120392,9.564116,99171.02540505222
3.7348127,3.178648,8.275697,258721.93075181183
5.5069337,1.4306602,7.4554787,304791.75725233497
4.888954,-1.8256845,5.737565,254503.93490721768
0.9169259,0.69625854,-0.24024153,212842.1210054198
-2.2538483,0.87207603,-6.0468917,141741.34222093906
-2.6113205,0.83597183,-4.997048,159518.5150509707
-2.9648967,-1.1052756,-2.1982546,143584.4216670846
8.413382,-5.9301634,5.9109364,163762.6157142705
-3.6150646,2.266427,-2.4334297,167626.1897015574
-2.844992,0.008862495,-4.012999,178030.31311777452
4.914219,0.5950222,6.788287,251604.78866194905
5.1197658,5.654361,6.473707,302610.6017837686
2.1717129,-5.583351,12.527958,209286.65307790332
4.5349374,5.009815,7.5454865,449454.8891441771
5.1097445,5.632533,6.625984,339811.17403912835
7.2392697,7.070574,7.742197,227646.30638183348
-3.9667568,2.6622868,-2.3582292,196031.72627322952
-0.83817625,-0.032055855,0.27647638,206919.99844705855
4.8844953,-2.1989927,5.689101,234017.09103222724
5.464682,5.4613895,5.510788,216274.19348485055
6.0865045,0.9368925,7.604471,206164.4920785473
4.8512573,5.405984,7.1084976,383341.9967891033
4.6425705,5.1001377,7.4140844,393110.86534808757
-4.3057833,1.7904387,-17.182701,129535.12839994588
-2.9023726,-0.94464207,-2.0748363,174627.21022516635
5.562243,5.1966,4.4552164,171307.69566108612
5.550176,5.187747,4.4690905,174690.77908290998
-15.593857,-1.6693387,5.4793854,97706.04576845659
-3.8307447,2.0578098,-18.090355,121434.9093144942
-15.586609,-1.6489272,5.535557,107524.83563686354
-3.6282825,-0.8691993,-3.36734,164687.43750717692
-15.594221,-1.6527734,5.5222044,97706.04576845659
-7.0477695,-1.1356654,2.2995992,105716.42395035303
-15.609079,-1.6579986,5.50599,100558.39104548442
-8.100811,-6.0515795,-8.153151,123665.30874543896
7.391089,7.03743,-0.8399019,140480.10061589908
-4.1222887,0.8850603,-15.202443,174155.63222848583
6.2552247,4.413377,-1.0809956,114902.9499692254
5.9435344,4.647444,-0.23796606,139613.72366132497
5.5245204,4.1510944,0.27068353,158949.72180363344
5.890701,4.6101055,-0.23051977,143295.0581368496
-3.3450623,1.1937342,-2.6985612,200489.09559455098
-2.8487427,-0.839695,-2.356512,154200.61381370266
-2.697994,0.02123642,-4.0904703,155932.61913720952
-1.4747938,0.26476765,0.17803812,191987.30097992145
-1.6203343,0.12025452,0.043570995,187585.40328918624
2.670638,1.6516619,-0.7405095,181157.2339569239
3.6331859,2.4889383,-0.55951166,178099.8490398535
2.66819,1.6283121,-0.7311013,187713.50745354977
2.6780071,1.5947437,-0.7780838,196690.67668426837
3.3621483,1.720417,-0.69726634,182123.04078286325
-4.0812507,2.8009558,-2.2684765,170004.9281629583
11.14599,-2.8155775,5.4333725,182668.6706190103
5.822659,5.3423386,5.4082212,320794.32827771787
6.1004643,5.3888435,6.132805,261471.629524633
2.3655157,2.4344902,11.661257,204235.4544427084
2.4633303,2.520111,11.510076,192748.2782541188
3.360341,1.5901041,-0.8109462,173468.6599625998
3.298153,1.6351423,-0.7693479,174945.74403531878
2.7082272,1.6439734,-0.7174945,186871.1865893051
8.803757,-0.9757538,6.3369465,214309.26434154698
2.2435918,1.3198137,-0.54168797,191172.94028653734
2.4386659,2.566864,11.4592,207635.8029102758
2.3786192,2.4283485,11.66499,204235.4544427084
4.5518155,3.8568144,8.295299,349105.0266375034
4.253549,3.6888008,8.022627,322783.93543241615
4.747738,5.2517843,7.260977,373431.4168610827
-2.9575615,0.7890854,-3.0474348,174033.31930416805
5.1569085,5.689229,6.709547,306951.99678886926
-2.9076128,0.79792213,-3.0647411,181384.2455025323
5.871879,1.0144405,7.5773,232978.74179584716
4.804704,-1.8924766,5.8028355,247053.2267012561
-2.9260294,0.81065273,-3.3618019,191643.46447836963
6.4751315,-2.3511033,7.859187,162560.060210109
4.9273567,0.60383606,6.803008,260668.28401778324
4.92435,-1.3455701,5.67819,227428.15090127985
-0.9523208,0.16698456,0.31888485,240487.39173665433
-2.7743359,0.9010782,-4.9737196,175787.6611977948
-4.0895224,0.9709606,-15.268028,169957.40613512867
5.864411,0.5461149,7.5533495,200814.8218359576
-4.5716095,-2.8810682,-3.94963,132761.1387462315
4.3663507,1.5882311,7.0412483,249264.33206200434
-2.3729568,-0.51165676,-2.9443464,171439.35350659685
-2.8780894,0.78437424,-3.3751643,151440.4247049053
5.331577,-0.09646988,7.5575533,176676.9056632232
-4.0688314,0.9544411,-15.186633,162776.8561356293
3.9424558,2.669736,7.557873,321737.46821190784
-2.0256484,-0.5969238,-0.76727486,135212.5385511673
-2.5445883,1.3481731,-5.341899,138365.38091706246
-15.591476,-1.6536069,5.5171404,97706.04576845659
-5.6446257,-7.9290304,-6.6515393,121239.45362727944
-12.977795,-4.370473,6.8716736,114088.81719566634
-4.1150894,2.8441381,-2.2336707,178447.4760121011
8.2045,-0.8349285,-11.182497,119244.20782747385
8.212233,-0.83434105,-11.191188,119244.20782747385
8.218431,-0.8406029,-11.174734,119244.20782747385
8.206186,-0.82778835,-11.188772,119244.20782747385
8.218597,-0.8399763,-11.176861,119244.20782747385
8.189112,-0.81391335,-11.202273,119244.20782747385
-4.894995,-2.6618795,-3.8659406,116584.77065350201
-3.0265481,1.0489035,-5.632259,136189.23205297824
-2.595992,-0.42463112,-4.0187306,145375.65828295503
6.3580775,-2.2588973,7.9945717,143919.16889672301
-3.869299,2.0758152,-18.0591,121434.9093144942
5.0432653,4.0435114,7.1276445,368448.661305812
4.484838,4.704365,7.820448,430238.8273474485
4.406213,5.002946,7.785428,430887.7482354018
4.4337463,4.4687357,7.961377,410875.552693964
5.641542,5.42533,5.5669813,267228.6909464057
6.1337857,5.4376726,6.2625313,341874.57245293393
5.0168247,4.059187,7.156597,445900.01811905974
4.6306305,5.057271,7.4369183,409051.7248866575
4.5341454,4.812519,7.633278,437519.2197772998
4.4730883,4.612385,7.8375874,460868.1547116984
4.4866095,4.4040623,7.958536,384719.5368433492
3.7422652,3.199336,8.279934,272569.9039639275
4.493956,3.8209877,8.342579,306067.88870143273
4.115667,5.1823006,7.886529,538456.1219778432
